timestamp,session_id,user_query,bot_response,predicted_intent,actual_intent,confidence,channel,resolved
2026-03-02T00:01:00Z,SESS10053,Can I order a product if it is listed as 'on hold'?,"If a product is listed as 'on hold,' it is temporarily unavailable for purchase. Please check back later or sign up for notifications when it becomes available.",product_availability,product_availability,0.6745,whatsapp,True
2026-03-02T00:18:00Z,SESS10054,Are my personal and payment details secure?,"Yes, we take the security of your personal and payment details seriously. We use industry-standard encryption and follow strict security protocols to ensure your information is protected.",account_checkout,account_checkout,0.6333,whatsapp,True
2026-03-02T00:35:00Z,SESS10055,Can I change my shipping address after placing an order?,"If you need to change your shipping address, please contact our customer support team as soon as possible. We will do our best to update the address if the order has not been shipped yet.",orders_shipping,orders_shipping,0.6749,whatsapp,True
2026-03-02T00:52:00Z,SESS10056,How can I reset my password?,"To reset your password, click on the 'Forgot Password' link on the login page and follow the instructions to reset your password.",orders_shipping,orders_shipping,0.887,web_chat,True
2026-03-02T01:09:00Z,SESS10057,Can I request a product if it is not currently available in my size?,"If a product is not available in your size, it may be temporarily out of stock. Please check back later or sign up for size notifications.",product_availability,product_availability,0.5992,web_chat,True
2026-03-02T01:26:00Z,SESS10058,How can I reset my password?,"To reset your password, click on the 'Forgot Password' link on the login page and follow the instructions to reset your password.",orders_shipping,orders_shipping,0.9482,email,True
2026-03-02T01:43:00Z,SESS10059,How do I unsubscribe from your newsletter?,"To unsubscribe from our newsletter, click on the 'Unsubscribe' link at the bottom of any of our newsletter emails or update your preferences in your account settings.",orders_shipping,orders_shipping,0.6432,email,True
2026-03-02T02:00:00Z,SESS10060,What is the capital of France?,I am not fully sure. Please rephrase your question or contact support.,unknown,unknown,0.103,web_chat,False
2026-03-02T02:17:00Z,SESS10061,How do I update my account information?,"To update your account information, log in to your account, navigate to the 'Account Settings' section, and make the necessary changes.",orders_shipping,orders_shipping,0.9544,whatsapp,True
2026-03-02T02:34:00Z,SESS10062,What is the warranty on your products?,The warranty on our products varies by item. Please refer to the product page for specific warranty information or contact our customer support team.,orders_shipping,orders_shipping,0.6884,whatsapp,True
2026-03-02T02:51:00Z,SESS10063,Can I request a refund if the price drops after my purchase?,"If the price of a product drops within 7 days of your purchase, you may be eligible for a price adjustment. Please contact our customer support team with your order details.",payment_promotions,payment_promotions,0.6388,web_chat,True
2026-03-02T03:08:00Z,SESS10064,What is your privacy policy?,"Our privacy policy outlines how we collect, use, and protect your personal information. Please visit our Privacy Policy page for detailed information.",orders_shipping,orders_shipping,0.8001,mobile_app,True
2026-03-02T03:25:00Z,SESS10065,What should I do if my package is lost or damaged?,"If your package is lost or damaged during transit, please contact our customer support team immediately. We will initiate an investigation and take the necessary steps to resolve the issue.",order_issues,order_issues,0.6017,email,True
2026-03-02T03:42:00Z,SESS10066,What are your business hours?,"Our business hours are [working hours]. During these hours, our customer support team is available to assist you with any inquiries or issues.",orders_shipping,orders_shipping,0.6016,email,True
2026-03-02T03:59:00Z,SESS10067,Can I add a gift message to my order?,I am not fully sure. Please rephrase your question or contact support.,returns_refunds,gift_special_services,0.3052,email,False
2026-03-02T04:16:00Z,SESS10068,How do I update my account information?,I am not fully sure. Please rephrase your question or contact support.,payment_promotions,orders_shipping,0.31,mobile_app,False
2026-03-02T04:33:00Z,SESS10069,How do I unsubscribe from your newsletter?,"To unsubscribe from our newsletter, click on the 'Unsubscribe' link at the bottom of any of our newsletter emails or update your preferences in your account settings.",orders_shipping,orders_shipping,0.9352,mobile_app,True
2026-03-02T04:50:00Z,SESS10070,Can I request a product if it is listed as 'discontinued'?,"Unfortunately, if a product is listed as 'discontinued,' it is no longer available for purchase. We recommend exploring alternative products on our website.",product_availability,product_availability,0.6707,mobile_app,True
2026-03-02T05:07:00Z,SESS10071,How do I unsubscribe from your newsletter?,"To unsubscribe from our newsletter, click on the 'Unsubscribe' link at the bottom of any of our newsletter emails or update your preferences in your account settings.",orders_shipping,orders_shipping,0.7537,web_chat,True
2026-03-02T05:24:00Z,SESS10072,What is the capital of France?,I am not fully sure. Please rephrase your question or contact support.,unknown,unknown,0.0903,email,False
2026-03-02T05:41:00Z,SESS10073,What payment methods do you accept?,"We accept major credit cards, debit cards, and PayPal as payment methods for online orders.",payment_promotions,payment_promotions,0.7722,mobile_app,True
2026-03-02T05:58:00Z,SESS10074,How do I unsubscribe from your newsletter?,"To unsubscribe from our newsletter, click on the 'Unsubscribe' link at the bottom of any of our newsletter emails or update your preferences in your account settings.",orders_shipping,orders_shipping,0.9147,mobile_app,True
2026-03-02T06:15:00Z,SESS10075,Can I order a product if it is listed as 'coming soon' but available for pre-order?,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",product_availability,product_availability,0.6883,mobile_app,True
2026-03-02T06:32:00Z,SESS10076,Do you offer a satisfaction guarantee?,"Yes, we offer a satisfaction guarantee on our products. If you are not satisfied with your purchase, please contact our customer support team for assistance.",orders_shipping,orders_shipping,0.8124,web_chat,True
2026-03-02T06:49:00Z,SESS10077,What is your return policy?,"Our return policy allows you to return products within 30 days of purchase for a full refund, provided they are in their original condition and packaging. Please refer to our Returns page for detailed instructions.",returns_refunds,returns_refunds,0.8338,web_chat,True
2026-03-02T07:06:00Z,SESS10078,Can I order a product if it is listed as 'coming soon' but available for pre-order?,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",product_availability,product_availability,0.9368,web_chat,True
2026-03-02T07:23:00Z,SESS10079,How do I update my account information?,"To update your account information, log in to your account, navigate to the 'Account Settings' section, and make the necessary changes.",orders_shipping,orders_shipping,0.9181,email,True
2026-03-02T07:40:00Z,SESS10080,Do you offer a satisfaction guarantee?,"Yes, we offer a satisfaction guarantee on our products. If you are not satisfied with your purchase, please contact our customer support team for assistance.",orders_shipping,orders_shipping,0.6835,mobile_app,True
2026-03-02T07:57:00Z,SESS10081,Can I request a product that is out of stock to be restocked?,We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.,product_availability,product_availability,0.6574,mobile_app,True
2026-03-02T08:14:00Z,SESS10082,What is your privacy policy?,"Our privacy policy outlines how we collect, use, and protect your personal information. Please visit our Privacy Policy page for detailed information.",orders_shipping,orders_shipping,0.7721,web_chat,True
2026-03-02T08:31:00Z,SESS10083,How can I reset my password?,"To reset your password, click on the 'Forgot Password' link on the login page and follow the instructions to reset your password.",orders_shipping,orders_shipping,0.6151,mobile_app,True
2026-03-02T08:48:00Z,SESS10084,Tell me a joke.,I am not fully sure. Please rephrase your question or contact support.,unknown,unknown,0.188,mobile_app,False
2026-03-02T09:05:00Z,SESS10085,What are your business hours?,"Our business hours are [working hours]. During these hours, our customer support team is available to assist you with any inquiries or issues.",orders_shipping,orders_shipping,0.6414,whatsapp,True
2026-03-02T09:22:00Z,SESS10086,Can I order a product if it is listed as 'out of stock' but available for pre-order?,I am not fully sure. Please rephrase your question or contact support.,orders_shipping,product_availability,0.3491,mobile_app,False
2026-03-02T09:39:00Z,SESS10087,What is your price adjustment policy?,"If a product you purchased goes on sale within 7 days of your purchase, we offer a one-time price adjustment. Please contact our customer support team with your order details to request the adjustment.",payment_promotions,payment_promotions,0.8014,email,True
2026-03-02T09:56:00Z,SESS10088,How can I reset my password?,"To reset your password, click on the 'Forgot Password' link on the login page and follow the instructions to reset your password.",orders_shipping,orders_shipping,0.5959,web_chat,True
2026-03-02T10:13:00Z,SESS10089,How can I reset my password?,"To reset your password, click on the 'Forgot Password' link on the login page and follow the instructions to reset your password.",orders_shipping,orders_shipping,0.9216,email,True
2026-03-02T10:30:00Z,SESS10090,Can I return a product if I no longer have the original packaging?,"While returning a product in its original packaging is preferred, you can still initiate a return without it. Contact our customer support team for guidance in such cases.",returns_refunds,returns_refunds,0.8334,whatsapp,True
2026-03-02T10:47:00Z,SESS10091,What is your privacy policy?,"Our privacy policy outlines how we collect, use, and protect your personal information. Please visit our Privacy Policy page for detailed information.",orders_shipping,orders_shipping,0.9501,email,True
2026-03-02T11:04:00Z,SESS10092,How do I update my account information?,"To update your account information, log in to your account, navigate to the 'Account Settings' section, and make the necessary changes.",orders_shipping,orders_shipping,0.9086,email,True
2026-03-02T11:21:00Z,SESS10093,Can I request a product if it is not currently available in my size?,I am not fully sure. Please rephrase your question or contact support.,support_contact,product_availability,0.4225,whatsapp,False
2026-03-02T11:38:00Z,SESS10094,Can I order a product that is out of stock?,"If a product is currently out of stock, you will usually see an option to sign up for product notifications. This way, you will be alerted when the product becomes available again.",product_availability,product_availability,0.8848,email,True
2026-03-02T11:55:00Z,SESS10095,How do I unsubscribe from your newsletter?,"To unsubscribe from our newsletter, click on the 'Unsubscribe' link at the bottom of any of our newsletter emails or update your preferences in your account settings.",orders_shipping,orders_shipping,0.6814,web_chat,True
2026-03-02T12:12:00Z,SESS10096,What is the capital of France?,I am not fully sure. Please rephrase your question or contact support.,unknown,unknown,0.2002,email,False
2026-03-02T12:29:00Z,SESS10097,How do I unsubscribe from your newsletter?,"To unsubscribe from our newsletter, click on the 'Unsubscribe' link at the bottom of any of our newsletter emails or update your preferences in your account settings.",orders_shipping,orders_shipping,0.6558,mobile_app,True
2026-03-02T12:46:00Z,SESS10098,Can I request a product that is currently out of stock to be reserved for me?,"We do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when it becomes available again.",product_availability,product_availability,0.696,email,True
2026-03-02T13:03:00Z,SESS10099,How can I apply for a job at your company?,"To apply for a job at our company, visit our Careers page, where you can find current job openings and submit your application.",orders_shipping,orders_shipping,0.6647,whatsapp,True
2026-03-02T13:20:00Z,SESS10100,What is your price adjustment policy?,"If a product you purchased goes on sale within 7 days of your purchase, we offer a one-time price adjustment. Please contact our customer support team with your order details to request the adjustment.",payment_promotions,payment_promotions,0.7047,mobile_app,True
2026-03-02T13:37:00Z,SESS10101,Can I order a product if it is listed as 'backordered'?,Products listed as 'backordered' are temporarily out of stock but can still be ordered. Your order will be fulfilled once the product is restocked.,product_availability,product_availability,0.7134,mobile_app,True
2026-03-02T13:54:00Z,SESS10102,Can I request a product if it is not listed on your website?,I am not fully sure. Please rephrase your question or contact support.,support_contact,orders_shipping,0.2354,mobile_app,False
2026-03-02T14:11:00Z,SESS10103,Can I request a refund if the price drops after my purchase?,"If the price of a product drops within 7 days of your purchase, you may be eligible for a price adjustment. Please contact our customer support team with your order details.",payment_promotions,payment_promotions,0.5945,mobile_app,True
2026-03-02T14:28:00Z,SESS10104,Can I request a product that is listed as 'out of stock' to be reserved for me?,"We do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when the item becomes available again.",product_availability,product_availability,0.8568,web_chat,True
2026-03-02T14:45:00Z,SESS10105,Can I change my shipping address after placing an order?,"If you need to change your shipping address, please contact our customer support team as soon as possible. We will do our best to update the address if the order has not been shipped yet.",orders_shipping,orders_shipping,0.7264,mobile_app,True
2026-03-02T15:02:00Z,SESS10106,What is the warranty on your products?,The warranty on our products varies by item. Please refer to the product page for specific warranty information or contact our customer support team.,orders_shipping,orders_shipping,0.5969,email,True
2026-03-02T15:19:00Z,SESS10107,Can I request a refund if the price drops after my purchase?,I am not fully sure. Please rephrase your question or contact support.,gift_special_services,payment_promotions,0.3732,web_chat,False
2026-03-02T15:36:00Z,SESS10108,Tell me a joke.,I am not fully sure. Please rephrase your question or contact support.,unknown,unknown,0.151,whatsapp,False
2026-03-02T15:53:00Z,SESS10109,Can I order a product if it is listed as 'discontinued' but still visible on the website?,"If a product is listed as 'discontinued' but still visible on the website, it may be an error. Please contact our customer support team for clarification.",product_availability,product_availability,0.7039,email,True
2026-03-02T16:10:00Z,SESS10110,Can I request a refund if the price drops after my purchase?,"If the price of a product drops within 7 days of your purchase, you may be eligible for a price adjustment. Please contact our customer support team with your order details.",payment_promotions,payment_promotions,0.6529,whatsapp,True
2026-03-02T16:27:00Z,SESS10111,How do I update my account information?,"To update your account information, log in to your account, navigate to the 'Account Settings' section, and make the necessary changes.",orders_shipping,orders_shipping,0.8374,mobile_app,True
2026-03-02T16:44:00Z,SESS10112,Do you offer a satisfaction guarantee?,"Yes, we offer a satisfaction guarantee on our products. If you are not satisfied with your purchase, please contact our customer support team for assistance.",orders_shipping,orders_shipping,0.7343,mobile_app,True
2026-03-02T17:01:00Z,SESS10113,Can I change my order after it has been placed?,"If you need to change your order, please contact our customer support team as soon as possible. We will do our best to accommodate your request if the order has not been processed yet.",orders_shipping,orders_shipping,0.689,mobile_app,True
2026-03-02T17:18:00Z,SESS10114,Can I change my order after it has been placed?,"If you need to change your order, please contact our customer support team as soon as possible. We will do our best to accommodate your request if the order has not been processed yet.",orders_shipping,orders_shipping,0.7567,email,True
2026-03-02T17:35:00Z,SESS10115,Can I return a product without a receipt?,A receipt or proof of purchase is usually required for returns. Please refer to our return policy or contact our customer support team for assistance.,returns_refunds,returns_refunds,0.7742,email,True
2026-03-02T17:52:00Z,SESS10116,Can I change my order after it has been placed?,"If you need to change your order, please contact our customer support team as soon as possible. We will do our best to accommodate your request if the order has not been processed yet.",orders_shipping,orders_shipping,0.8304,mobile_app,True
2026-03-02T18:09:00Z,SESS10117,Can I cancel my order?,"You can cancel your order if it has not been shipped yet. Please contact our customer support team with your order details, and we will assist you with the cancellation process.",orders_shipping,orders_shipping,0.6155,email,True
2026-03-02T18:26:00Z,SESS10118,Can I request a product that is currently out of stock to be reserved for me?,"We do not offer reservations for out-of-stock products. However, you can sign up for product notifications to be alerted when it becomes available again.",product_availability,product_availability,0.8357,email,True
2026-03-02T18:43:00Z,SESS10119,Can I order a product as a gift?,I am not fully sure. Please rephrase your question or contact support.,product_availability,gift_special_services,0.3695,web_chat,False
